id_hecho,fecha,rol,vehiculo_victima,sexo,edad,fecha_fallecimiento,cantidad_victimas,hora,lugar,tipo_de_calle,comuna,longitud,latitud,vehiculo_acusado
2018-0124,2018-11-15,CONDUCTOR,CARGAS,MASCULINO,44.0,2018-11-15,1,19,AU Perito Moreno y Reservistas Argentinos,AUTOPISTA,9.0,-58.52144411,-34.63682499,CARGAS
2018-0125,2018-11-16,PEATON,PEATON,MASCULINO,29.0,2018-11-17,1,21,Saenz Av. y Ventana,AVENIDA,4.0,-58.41650465,-34.65084045,PASAJEROS
2018-0126,2018-11-18,CONDUCTOR,MOTO,MASCULINO,27.0,2018-11-23,1,12,Avda. General Paz y Cnel. Ramón Falcón,GRAL PAZ,9.0,-58.52994219,-34.64055918,AUTO
2018-0127,2018-11-19,CONDUCTOR,MOTO,MASCULINO,29.0,2018-11-19,1,9,Av. Gral. Paz y Av. de los Constituyentes,GRAL PAZ,12.0,-58.50993046,-34.56919739,MOTO
2018-0128,2018-11-25,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,49.0,2018-11-25,2,4,"Paz, Gral. Av. 11200",GRAL PAZ,9.0,-58.52844623,-34.64592873,PASAJEROS
2018-0128,2018-11-25,PASAJERO_ACOMPAÑANTE,AUTO,FEMENINO,39.0,2018-11-25,2,4,"Paz, Gral. Av. 11200",GRAL PAZ,9.0,-58.52844623,-34.64592873,PASAJEROS
2018-0129,2018-11-28,CONDUCTOR,MOTO,MASCULINO,37.0,2018-11-30,1,4,"Newbery, Jorge Av. y Guevara",AVENIDA,15.0,-58.45021367,-34.58695347,PASAJEROS
2018-0130,2018-12-03,CONDUCTOR,MOTO,MASCULINO,,2018-12-03,1,3,Gaona Av. y Segurola Av.,AVENIDA,10.0,-58.49022072,-34.62770192,PASAJEROS
2018-0131,2018-12-07,CONDUCTOR,MOTO,MASCULINO,29.0,2018-12-07,1,19,"Madero, Eduardo Av. 550",AVENIDA,1.0,-58.36860866,-34.60106568,CARGAS
2018-0132,2018-12-12,PEATON,PEATON,MASCULINO,70.0,2018-12-12,1,8,"AU Arturo Illia y Castillo, Ramon S.",AUTOPISTA,2.0,-58.39490504,-34.57241534,CARGAS
2018-0133,2018-12-12,PEATON,PEATON,FEMENINO,60.0,2018-12-12,1,14,Nazca Av. y Rivadavia Av.,AVENIDA,7.0,-58.46963952,-34.63070603,CARGAS
2018-0134,2018-12-12,PEATON,PEATON,MASCULINO,56.0,2018-12-13,1,21,La Plata Av. y Caseros Av.,AVENIDA,7.0,-58.42349365,-34.64019887,MOTO
2018-0135,2018-12-18,PEATON,PEATON,MASCULINO,80.0,2018-12-22,1,14,Belgrano Av. y Peru,AVENIDA,1.0,-58.37471802,-34.61265002,PASAJEROS
2018-0136,2018-12-18,PEATON,PEATON,FEMENINO,70.0,2018-12-18,1,15,Rivadavia Av. 7013,AVENIDA,7.0,-58.46438789,-34.62913916,PASAJEROS
2018-0137,2018-12-18,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,29.0,2018-12-19,1,20,Adolfo Alsina y Santiago del Estero,CALLE,1.0,-58.38481975,-34.61100424,PASAJEROS
2018-0138,2018-12-21,PASAJERO_ACOMPAÑANTE,PASAJEROS,FEMENINO,79.0,2018-12-21,1,9,Bermudez 1893,CALLE,10.0,-58.50751833,-34.62073702,PASAJEROS
2018-0139,2018-12-22,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,28.0,2018-12-24,1,6,Santander 1974,CALLE,7.0,-58.44682986,-34.63888084,MOTO
2018-0140,2018-12-22,CONDUCTOR,AUTO,MASCULINO,78.0,2018-12-22,1,8,Julieta Lanteri 1400,CALLE,1.0,-58.36004650,-34.61381341,AUTO
2018-0141,2018-12-22,PEATON,PEATON,MASCULINO,75.0,2018-12-24,1,17,Maza y Av. Independencia,AVENIDA,5.0,-58.41509546,-34.62085945,MOTO
2018-0142,2018-12-25,PASAJERO_ACOMPAÑANTE,CARGAS,MASCULINO,32.0,2019-01-01,1,13,"PAZ, GRAL. AV. 5172",GRAL PAZ,12.0,-58.50997604,-34.57251072,PASAJEROS
2018-0143,2018-12-29,CONDUCTOR,MOTO,MASCULINO,22.0,2018-12-29,1,5,"Olivera Av. y Alberdi, Juan Bautista Av.",AVENIDA,10.0,-58.48606475,-34.64047818,AUTO
2019-0001,2019-01-08,CONDUCTOR,MOTO,MASCULINO,25.0,2019-01-08,1,8,"CASTILLO, RAMON S., PRES. AV. Y CALLE 12",AVENIDA,2.0,-58.38526125,-34.57805810,CARGAS
2019-0002,2019-01-09,CONDUCTOR,AUTO,MASCULINO,32.0,2019-01-09,1,4,"CASTAÑARES AV. Y MORENO, PERITO AV.",AVENIDA,7.0,-58.45463662,-34.65082149,CARGAS
2019-0003,2019-01-12,CONDUCTOR,MOTO,MASCULINO,23.0,2019-01-12,1,8,SAN MARTIN AV. Y TERRADA,AVENIDA,15.0,-58.49121672,-34.59718073,AUTO
2019-0004,2019-01-14,CONDUCTOR,AUTO,MASCULINO,71.0,2019-01-14,1,19,"PERON, EVA AV. Y MEDINA",AVENIDA,9.0,-58.47325712,-34.65284605,PASAJEROS
2019-0005,2019-01-19,CONDUCTOR,MOTO,MASCULINO,43.0,2019-01-19,1,12,"JUSTO, JUAN B. AV. Y ALVAREZ JONTE AV.",AVENIDA,10.0,-58.52108101,-34.63382309,CARGAS
2019-0006,2019-01-23,PEATON,PEATON,FEMENINO,12.0,2019-01-23,1,5,"OBLIGADO RAFAEL, AV. COSTANERA 4650",AVENIDA,14.0,-58.41652702,-34.55509606,AUTO
2019-0007,2019-01-26,CONDUCTOR,MOTO,MASCULINO,35.0,2019-01-26,1,19,"MITRE, BARTOLOME Y YATAY",CALLE,5.0,-58.42891604,-34.61071660,AUTO
2019-0008,2019-01-30,CONDUCTOR,MOTO,MASCULINO,42.0,2019-01-31,1,22,"PAZ, GRAL. AV. 16080",GRAL PAZ,8.0,-58.47802293,-34.69156793,MULTIPLE
2019-0009,2019-01-31,CONDUCTOR,MOTO,MASCULINO,34.0,2019-01-31,1,14,CHACABUCO Y SAN JUAN AV.,AVENIDA,1.0,-58.37564821,-34.62200207,AUTO
2019-0010,2019-02-02,PEATON,PEATON,MASCULINO,,2019-02-02,2,7,DEL LIBERTADOR AV. 4100,AVENIDA,14.0,-58.42668489,-34.56961468,AUTO
2019-0010,2019-02-02,PEATON,PEATON,MASCULINO,59.0,2019-02-02,2,7,DEL LIBERTADOR AV. 4100,AVENIDA,14.0,-58.42668489,-34.56961468,AUTO
2019-0011,2019-02-10,PEATON,PEATON,MASCULINO,,2019-02-10,1,1,"PAZ, GRAL. AV. Y ALBERDI, JUAN BAUTISTA AV.",GRAL PAZ,9.0,-58.51839930,-34.66252488,AUTO
2019-0012,2019-02-17,CONDUCTOR,MOTO,MASCULINO,31.0,2019-02-20,1,3,"CASTAÑARES AV. Y GORDILLO, TIMOTEO",AVENIDA,8.0,-58.48432691,-34.67665828,AUTO
2019-0013,2019-02-20,PEATON,PEATON,MASCULINO,39.0,2019-03-02,1,7,SALVIGNY Y MOM,CALLE,7.0,-58.43383830,-34.64457699,AUTO
2019-0014,2019-02-20,CONDUCTOR,MOTO,MASCULINO,69.0,2019-02-20,1,17,"LAMARCA, EMILIO 5402",CALLE,11.0,-58.51664939,-34.58657938,OBJETO FIJO
2019-0015,2019-02-23,CONDUCTOR,AUTO,MASCULINO,21.0,2019-02-23,1,6,SAN MARTIN AV. 5638,AVENIDA,11.0,-58.49613012,-34.59703502,OBJETO FIJO
2019-0016,2019-02-24,CONDUCTOR,MOTO,MASCULINO,40.0,2019-02-24,1,2,"CARRILLO, RAMON, DR. Y FINOCHIETTO ENRIQUE DR.",CALLE,4.0,-58.38313603,-34.63356284,PASAJEROS
2019-0017,2019-03-03,CONDUCTOR,AUTO,MASCULINO,22.0,2019-03-07,1,7,MEXICO Y PICHINCHA,CALLE,3.0,-58.39914719,-34.61632317,PASAJEROS
2019-0018,2019-03-03,PEATON,PEATON,FEMENINO,29.0,2019-03-03,1,23,"CANTILO, INT. Y UDAONDO, GUILLERMO AV.",AUTOPISTA,13.0,-58.44927253,-34.54048625,AUTO
2019-0019,2019-03-06,CONDUCTOR,MOTO,MASCULINO,,2019-03-26,1,12,DEL LIBERTADOR AV. 6326,AVENIDA,13.0,-58.45049163,-34.55374003,AUTO
2019-0020,2019-03-07,CONDUCTOR,MOTO,MASCULINO,43.0,2019-03-07,1,21,CHICLANA AV. 3444,AVENIDA,5.0,-58.41288952,-34.63572989,AUTO
2019-0021,2019-03-15,CONDUCTOR,MOTO,MASCULINO,23.0,2019-03-16,1,22,BOYACA AV. Y YERBAL,AVENIDA,7.0,-58.45743597,-34.62561234,AUTO
2019-0022,2019-03-15,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,,2019-03-15,1,0,ENTRE RIOS AV. BAJO PUENTE AUTOPISTA (1260 APROX),AVENIDA,1.0,-58.39123782,-34.62352245,SD
2019-0023,2019-03-16,CONDUCTOR,AUTO,MASCULINO,34.0,2019-03-16,1,8,"PAZ, GRAL. AV. Y JACQUES, AMADEO",GRAL PAZ,9.0,-58.52922765,-34.63637963,OBJETO FIJO
2019-0024,2019-03-19,CONDUCTOR,MOTO,MASCULINO,32.0,2019-03-19,1,7,ANTARTIDA ARGENTINA AV. 1325,AVENIDA,1.0,-58.37208118,-34.58541957,CARGAS
2019-0025,2019-03-22,PEATON,PEATON,MASCULINO,27.0,2019-04-04,1,13,"MITRE, BARTOLOME Y SANCHEZ DE BUSTAMANTE",CALLE,5.0,-58.41458534,-34.60937557,AUTO
2019-0026,2019-03-28,PEATON,PEATON,MASCULINO,,2019-03-28,1,7,"FERNANDEZ DE LA CRUZ, F. , GRAL. AV. Y LARRAZABAL",AVENIDA,8.0,-58.47976785,-34.69153196,PASAJEROS
2019-0027,2019-03-28,CICLISTA,BICICLETA,MASCULINO,37.0,2019-03-28,1,11,SANTA FE AV. Y AZCUENAGA,AVENIDA,2.0,-58.39990285,-34.59511714,MULTIPLE
2019-0028,2019-04-06,PEATON,PEATON,FEMENINO,,2019-04-06,1,9,"JUSTO, JUAN B. AV. y OROÑO, NICASIO",AVENIDA,11.0,-58.46051346,-34.60588536,PASAJEROS
2019-0029,2019-04-07,CONDUCTOR,MOTO,MASCULINO,27.0,2019-04-07,1,10,"FERNANDEZ DE LA CRUZ, F. , GRAL. AV. Y LACARRA AV.",AVENIDA,8.0,-58.47976785,-34.69153196,OBJETO FIJO
2019-0030,2019-04-09,CONDUCTOR,MOTO,MASCULINO,25.0,2019-04-09,1,16,"ALVAREZ, DONATO, TTE. GRAL. Y YERBAL",CALLE,7.0,-58.45457546,-34.62447891,CARGAS
2019-0031,2019-04-12,CICLISTA,BICICLETA,MASCULINO,20.0,2019-04-12,1,19,"CORDOBA AV. Y MADERO, EDUARDO AV.",AVENIDA,1.0,-58.36951669,-34.59832047,CARGAS
2019-0032,2019-04-16,PEATON,PEATON,FEMENINO,83.0,2019-04-18,1,11,"CAMARONES Y ALVAREZ, DONATO, TTE. GRAL. AV.",AVENIDA,11.0,-58.46415322,-34.60443790,AUTO
2019-0033,2019-04-18,CONDUCTOR,MOTO,MASCULINO,25.0,2019-04-18,1,1,"AUTOPISTA 25 DE MAYO Y HUERGO, ING. AV.",AUTOPISTA,1.0,-58.36607137,-34.62150748,SD
2019-0034,2019-04-21,CONDUCTOR,MOTO,MASCULINO,,2019-04-21,1,9,"MORENO, PERITO AV. 3050",AVENIDA,7.0,-58.45537373,-34.65093074,OBJETO FIJO
2019-0035,2019-04-23,PEATON,PEATON,FEMENINO,75.0,2019-04-23,1,14,SUIPACHA 665,CALLE,1.0,-58.37942637,-34.60053054,BICICLETA
2019-0036,2019-04-26,CONDUCTOR,MOTO,MASCULINO,34.0,2019-05-02,1,22,RIGLOS Y FORMOSA,CALLE,6.0,-58.43680440,-34.62147504,AUTO
2019-0037,2019-05-01,CONDUCTOR,MOTO,MASCULINO,17.0,2019-05-01,1,23,LA RIOJA E INDEPENDENCIA AV.,AVENIDA,3.0,-58.40778291,-34.61971907,AUTO
2019-0038,2019-05-04,PEATON,PEATON,FEMENINO,42.0,2019-05-05,1,14,"UDAONDO, GUILLERMO AV. Y FIGUEROA ALCORTA, PRES. AV.",AVENIDA,13.0,-58.45212523,-34.54628513,MOTO
2019-0105,2019-05-05,PEATON,PEATON,FEMENINO,82.0,2019-05-08,1,11,SANTO TOME Y SEGUROLA AV.,AVENIDA,10.0,-58.50512382,-34.61520391,AUTO
2019-0039,2019-05-09,CONDUCTOR,MOTO,MASCULINO,28.0,2019-05-09,1,3,SAN PEDRITO AV. Y DIRECTORIO AV.,AVENIDA,7.0,-58.46749188,-34.63551751,AUTO
2019-0040,2019-05-09,CONDUCTOR,MOTO,MASCULINO,44.0,2019-05-15,1,12,PUAN Y SANTANDER,CALLE,7.0,-58.44263580,-34.63679732,SD
2019-0041,2019-05-11,PASAJERO_ACOMPAÑANTE,AUTO,FEMENINO,78.0,2019-05-11,1,20,"ALBERDI, JUAN BAUTISTA AV. Y ANDALGALA",AVENIDA,9.0,-58.51140289,-34.65846419,MULTIPLE
2019-0042,2019-05-14,PEATON,PEATON,MASCULINO,39.0,2019-05-14,1,15,LIMA Y CONSTITUCION,CALLE,1.0,-58.38211431,-34.62465368,PASAJEROS
2019-0043,2019-05-21,CICLISTA,BICICLETA,FEMENINO,,2019-05-21,1,9,"CORDOBA AV. Y MADERO, EDUARDO AV.",AVENIDA,1.0,-58.36951669,-34.59832047,CARGAS
2019-0044,2019-05-27,PEATON,PEATON,FEMENINO,77.0,2019-05-29,1,12,BOEDO AV. 650,AVENIDA,5.0,-58.41635217,-34.62036547,MOTO
2019-0045,2019-06-03,CONDUCTOR,MOTO,MASCULINO,33.0,2019-06-03,1,7,DEL LIBERTADOR AV. Y REPUBLICA DE LA INDIA,AVENIDA,14.0,-58.41316147,-34.57579669,CARGAS
2019-0046,2019-06-04,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,26.0,2019-06-04,1,9,GRAL PAZ Y CABILDO,GRAL PAZ,13.0,-58.47617802,-34.53825652,AUTO
2019-0047,2019-06-06,PEATON,PEATON,MASCULINO,76.0,2019-06-06,1,10,CASEROS AV. 1700,AVENIDA,4.0,-58.38641783,-34.63330028,CARGAS
2019-0048,2019-06-07,CONDUCTOR,MOTO,MASCULINO,32.0,2019-06-07,1,7,AVELLANEDA AV. 1548,AVENIDA,6.0,-58.45322169,-34.62038137,CARGAS
2019-0049,2019-06-08,PEATON,PEATON,FEMENINO,72.0,2019-06-09,1,9,CIUDAD DE LA PAZ Y MENDOZA,CALLE,13.0,-58.45849057,-34.56166498,CARGAS
2019-0050,2019-06-08,CONDUCTOR,MOTO,MASCULINO,21.0,2019-06-09,1,23,"SALGUERO, JERONIMO Y HONDURAS AV.",AVENIDA,14.0,-58.41829559,-34.59411677,CARGAS
2019-0051,2019-06-11,CONDUCTOR,MOTO,MASCULINO,41.0,2019-06-11,1,10,"FILIBERTO, JUAN DE DIOS Y OLAVARRIA",CALLE,4.0,-58.36376488,-34.63832093,AUTO
2019-0053,2019-06-14,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,49.0,2019-06-14,1,17,ASTURIAS AV. Y CASTAÑARES AV.,AVENIDA,8.0,-58.46442668,-34.66004784,AUTO
2019-0054,2019-06-20,CONDUCTOR,MOTO,MASCULINO,21.0,2019-06-20,1,3,GANDARA 2976,CALLE,15.0,-58.48222035,-34.58428769,OBJETO FIJO
2019-0055,2019-06-20,CONDUCTOR,MOTO,MASCULINO,47.0,2019-06-21,1,19,"GUEVARA, TRINIDAD Y MADERO, EDUARDO AV.",AVENIDA,1.0,-58.36819005,-34.60283208,PASAJEROS
2019-0056,2019-06-29,PEATON,PEATON,FEMENINO,75.0,2019-06-29,1,17,BOYACA AV. 305,AVENIDA,7.0,-58.45877601,-34.62330939,AUTO
2019-0057,2019-07-05,PEATON,PEATON,FEMENINO,63.0,2019-07-08,1,19,ARTILLEROS Y LA PAMPA,CALLE,13.0,-58.44196498,-34.55760517,AUTO
2019-0058,2019-07-10,CONDUCTOR,MOTO,MASCULINO,39.0,2019-07-10,1,9,AUTOPISTA PERITO MORENO ALTURA PASO A NIVEL DE IRIGOYEN,AUTOPISTA,10.0,-58.50622631,-34.63627822,PASAJEROS
2019-0059,2019-07-13,CONDUCTOR,MOTO,MASCULINO,30.0,2019-07-13,1,22,15 DE NOVIEMBRE DE 1889 Y SANTIAGO DEL ESTERO,CALLE,1.0,-58.38410880,-34.63099197,PASAJEROS
2019-0060,2019-07-17,PEATON,PEATON,FEMENINO,78.0,2019-07-17,1,11,"ACOSTA, MARIANO AV. Y FALCON, RAMON L., CNEL.",AVENIDA,10.0,-58.48100602,-34.63504312,AUTO
2019-0061,2019-07-17,PEATON,PEATON,FEMENINO,58.0,2019-07-17,1,18,11 DE SEPTIEMBRE DE 1888 Y MENDOZA,CALLE,13.0,-58.45200171,-34.55781320,PASAJEROS
2019-0062,2019-08-01,PEATON,PEATON,FEMENINO,60.0,2019-08-02,1,23,"PINO, VIRREY DEL Y CAMPOS, LUIS M. AV.",AVENIDA,13.0,-58.44462132,-34.56201105,PASAJEROS
2019-0063,2019-08-04,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,,2019-08-04,1,1,FOREST AV. Y MAURE,AVENIDA,15.0,-58.45220688,-34.58711712,PASAJEROS
2019-0064,2019-08-06,CONDUCTOR,MOTO,MASCULINO,20.0,2019-08-06,1,3,"BOYACA AV. Y AVELLANEDA AV,",AVENIDA,7.0,-58.45962210,-34.62245140,AUTO
2019-0065,2019-08-08,PEATON,PEATON,FEMENINO,55.0,2019-08-09,1,16,BARCO CENTENERA DEL Y TILCARA,CALLE,4.0,-58.41970850,-34.65414867,PASAJEROS
2019-0066,2019-08-11,PEATON,PEATON,MASCULINO,40.0,2019-08-11,1,21,RIESTRA AV. Y BOLIVAR,AVENIDA,7.0,-58.44187596,-34.64938031,AUTO
2019-0067,2019-08-14,CONDUCTOR,MOTO,MASCULINO,35.0,2019-08-14,1,15,"CASTRO, EMILIO 4706",CALLE,10.0,-58.49101637,-34.64276621,CARGAS
2019-0068,2019-08-14,CONDUCTOR,MOTO,MASCULINO,53.0,2019-08-14,1,17,27 DE FEBRERO AV. 5600,AVENIDA,8.0,-58.42493829,-34.66256502,MOTO
2019-0069,2019-08-17,CONDUCTOR,MOTO,MASCULINO,43.0,2019-08-17,1,5,"GARAY, JUAN DE AV. 2874",AVENIDA,4.0,-58.40489318,-34.62930162,AUTO
2019-0070,2019-08-22,CONDUCTOR,MOTO,MASCULINO,25.0,2019-08-22,1,12,"SCALABRINI ORTIZ, RAUL AV. y GORRITI",AVENIDA,14.0,-58.42686680,-34.59217875,BICICLETA
2019-0071,2019-08-27,PEATON,PEATON,MASCULINO,,2019-08-27,1,11,PRIMERA JUNTA Y OLIVERA AV.,AVENIDA,9.0,-58.47961100,-34.65620398,CARGAS
2019-0072,2019-08-28,CONDUCTOR,AUTO,MASCULINO,22.0,2019-09-02,1,6,"ALBERDI, JUAN BAUTISTA AV. Y AZUL",AVENIDA,10.0,-58.47439934,-34.63524207,AUTO
2019-0073,2019-08-29,CONDUCTOR,AUTO,MASCULINO,29.0,2019-09-06,1,1,ALVAREZ THOMAS AV. 1788,AVENIDA,15.0,-58.46711912,-34.57926018,OBJETO FIJO
2019-0074,2019-08-29,CONDUCTOR,MOTO,MASCULINO,35.0,2019-08-29,1,9,"LUGONES, LEOPOLDO AV. Y PAZ, GRAL. AV.",AUTOPISTA,13.0,-58.46514781,-34.53465378,CARGAS
2019-0075,2019-08-30,CONDUCTOR,MOTO,MASCULINO,31.0,2019-08-30,1,23,SAN ANTONIO Y LUJAN,CALLE,4.0,-58.37571078,-34.65584079,PASAJEROS
2019-0076,2019-09-05,CONDUCTOR,MOTO,FEMENINO,29.0,2019-09-05,1,18,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI ALTURA DON PEDRO DE MENDOZA AV.,AUTOPISTA,4.0,-58.37157668,-34.65429986,CARGAS
2019-0077,2019-09-08,PEATON,PEATON,FEMENINO,28.0,2019-09-08,1,3,"FIGUEROA ALCORTA, PRES. AV. Y TAGLE",AVENIDA,14.0,-58.39811256,-34.58070186,AUTO
2019-0078,2019-09-12,PEATON,PEATON,FEMENINO,72.0,2019-09-15,1,8,"EINSTEIN, ALBERTO Y ALCORTA, AMANCIO AV.",AVENIDA,4.0,-58.41125934,-34.65417740,CARGAS
2019-0079,2019-09-17,CONDUCTOR,MOTO,MASCULINO,57.0,2019-09-17,1,5,AGRELO Y COLOMBRES,CALLE,5.0,-58.41822901,-34.61866836,PASAJEROS
2019-0080,2019-09-17,PEATON,PEATON,MASCULINO,76.0,2019-09-17,1,18,"CABILDO AV. y PAZ, GRAL. AV.",GRAL PAZ,13.0,-58.47617802,-34.53825652,MOTO
2019-0081,2019-09-23,PEATON,PEATON,MASCULINO,67.0,2019-10-07,1,16,ELCANO AV. 4300,AVENIDA,15.0,-58.46141281,-34.58623761,PASAJEROS
2019-0082,2019-09-25,CICLISTA,BICICLETA,MASCULINO,47.0,2019-09-25,1,7,"RABANAL, FRANCISCO, INTENDENTE AV. 2428",AVENIDA,8.0,-58.42985146,-34.66119740,CARGAS
2019-0083,2019-09-26,CONDUCTOR,AUTO,MASCULINO,73.0,2019-09-26,1,8,MONTE Y CORVALAN,CALLE,9.0,-58.48457413,-34.65839090,AUTO
2019-0084,2019-09-27,CICLISTA,BICICLETA,FEMENINO,40.0,2019-09-27,1,11,TANDIL Y LA FUENTE,CALLE,7.0,-58.46572884,-34.63628186,CARGAS
2019-0085,2019-10-09,CICLISTA,BICICLETA,MASCULINO,20.0,2019-10-09,1,22,CARDOSO Y BACACAY,CALLE,10.0,-58.49261744,-34.63419130,TREN
2019-0086,2019-10-15,CONDUCTOR,MOTO,MASCULINO,29.0,2019-10-15,1,14,CORRIENTES AV. 6700,AVENIDA,15.0,-58.45283186,-34.58841560,PASAJEROS
2019-0087,2019-10-21,CONDUCTOR,MOTO,MASCULINO,41.0,2019-10-21,1,21,ALVAREZ THOMAS AV. Y MENDOZA,AVENIDA,12.0,-58.47973681,-34.57418656,MOTO
2019-0088,2019-10-22,PEATON,PEATON,MASCULINO,27.0,2019-10-22,1,20,"ALCORTA, AMANCIO AV. Y BONAVENA, OSCAR NATALIO",AVENIDA,4.0,-58.40623949,-34.65076549,PASAJEROS
2019-0089,2019-10-23,PEATON,PEATON,FEMENINO,92.0,2019-10-23,1,15,"BROWN, ALTE. AV. Y BLANES, JUAN MANUEL",AVENIDA,4.0,-58.36244648,-34.63107887,CARGAS
2019-0090,2019-10-24,PEATON,PEATON,MASCULINO,67.0,2019-10-26,1,18,"ALBERDI, JUAN BAUTISTA AV. 5455",AVENIDA,9.0,-58.49962423,-34.64868027,MOTO
2019-0091,2019-11-01,PEATON,PEATON,MASCULINO,35.0,2019-11-01,1,20,"JUSTO, JUAN B. AV. Y CAMARGO",AVENIDA,15.0,-58.44551437,-34.59559816,PASAJEROS
2019-0092,2019-11-03,PEATON,PEATON,MASCULINO,37.0,2019-11-03,1,10,"BRIN, MINISTRO Y SUAREZ",CALLE,4.0,-58.35608181,-34.63420319,PASAJEROS
2019-0093,2019-11-13,CICLISTA,BICICLETA,MASCULINO,16.0,2019-11-13,1,11,"NIZA Y JUSTO, JUAN B. AV.",AVENIDA,11.0,-58.46483679,-34.60907662,OTRO
2019-0094,2019-11-18,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,,2019-11-18,1,14,CAMARGO Y SERRANO,CALLE,15.0,-58.44368628,-34.59724326,OTRO
2019-0095,2019-11-20,CONDUCTOR,MOTO,MASCULINO,,2019-11-20,1,15,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI ALTURA CASEROS AV.,AUTOPISTA,1.0,-58.37864583,-34.62907067,CARGAS
2019-0096,2019-11-22,PEATON,PEATON,MASCULINO,73.0,2019-11-22,1,19,CASEROS AV. Y PIEDRAS,AVENIDA,1.0,-58.37560352,-34.62726382,PASAJEROS
2019-0097,2019-11-25,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,23.0,2019-11-25,1,8,"AUTOPISTA PERITO MORENO KM 5,6",AUTOPISTA,9.0,-58.47721439,-34.64815069,MULTIPLE
2019-0098,2019-11-25,PASAJERO_ACOMPAÑANTE,PASAJEROS,FEMENINO,61.0,2019-11-29,1,14,GUZMAN 365,AVENIDA,15.0,-58.45134029,-34.58984288,PASAJEROS
2019-0100,2019-12-05,CONDUCTOR,MOTO,MASCULINO,38.0,2019-12-18,1,17,de los constituyentes av. 4300,AVENIDA,12.0,-58.49040794,-34.58368803,AUTO
2019-0101,2019-12-17,CONDUCTOR,MOTO,MASCULINO,25.0,2019-12-17,1,4,"MORENO, PERITO AV. Y TILCARA AV.",AVENIDA,4.0,-58.42102679,-34.64991178,MOTO
2019-0102,2019-12-17,CONDUCTOR,MOTO,MASCULINO,18.0,2019-12-18,1,14,"IBARROLA Y GORDILLO, TIMOTEO",CALLE,9.0,-58.52219407,-34.64143926,AUTO
2019-0103,2019-12-18,CONDUCTOR,MOTO,MASCULINO,24.0,2019-12-18,1,,"PAZ, GRAL. AV. Y GRIVEO",GRAL PAZ,11.0,-58.52169422,-34.59471640,MOTO
2019-0104,2019-12-21,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,23.0,2019-12-22,1,4,RIVADAVIA AV. Y PERGAMINO,AVENIDA,10.0,-58.47460416,-34.63206174,AUTO
2020-0001,2020-01-04,PEATON,PEATON,FEMENINO,87.0,2020-01-04,1,10,URIARTE Y LOYOLA,CALLE,15.0,-58.43910409,-34.59213355,AUTO
